"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","192",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","131.8",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","80","1"
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","28",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","28",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","28",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","28",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","26",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","26",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","26",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","26",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","26",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","25",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","14",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","14",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","13",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","12",""
"Argentina","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","4",""
"Armenia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","4",""
"Armenia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","4",""
"Armenia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","4",""
"Armenia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","4",""
"Armenia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3",""
"Armenia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","3",""
"Aruba","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","30",""
"Aruba","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","30",""
"Aruba","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","30",""
"Aruba","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","30",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","3221",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","2561",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","2127",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","1864",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","1703",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","1441",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","1249",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","819",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","740",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","379",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","190",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","106",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","76",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","33",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","10",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","3",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","2","1"
"Australia","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","2","1"
"Australia","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","2",""
"Australia","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","2",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","1645",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1316",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1080",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","981",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","994",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","988",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","968",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","935",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","778",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","581",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","322",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","109",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","67",""
"Austria","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","50",""
"Azerbaijan","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","3",""
"Azerbaijan","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0",""
"Azerbaijan","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0",""
"Azerbaijan","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Belarus","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","1.5",""
"Belarus","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1.5",""
"Belarus","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1.5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","1645",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1357",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1061",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","904",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","600",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","320",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","272",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","210",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","165",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","94",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","65",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","29",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","24",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","12",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","8",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","6",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","5",""
"Belgium","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","5",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","2200",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1886",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1425",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","602",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","602",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","338",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","247",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","0",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0",""
"Brazil","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","0.5",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0.5",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0.5",""
"British Virgin Islands","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","683",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","677",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","541",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","488",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","333",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","114",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","30",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","27",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","8",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","1",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0",""
"Bulgaria","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","25.8",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","26",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","2.1",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","2.1",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","2.1",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","2.1",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","2.1",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","2.1",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","2.4",""
"Cabo Verde","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","1.2","1"
"Canada","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","7801",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","7801",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","5265",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","3967",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3282",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","2336",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","1840",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","1423",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","677",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","444",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","327",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","161",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","131",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","92",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","78",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","23",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","23",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","23",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","22",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","22",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","12",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","10",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","1",""
"Canada","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","1",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","295",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","192",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","182",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","163",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","163",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","20",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","20",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","2",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","2",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","2",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","2",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","2",""
"Chile","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","2",""
"China","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","76520",""
"China","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","61420",""
"China","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","46230",""
"China","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","29580",""
"China","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","17599",""
"China","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","8388",""
"China","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","4200",""
"China","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","2070",""
"China","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","1060",""
"China","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","820",""
"China","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","550",""
"China","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","470",""
"China","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","380",""
"China","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","340",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","18",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","18",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","18",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","18",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","18",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","18",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","18.4",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","18.4",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","19.5",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","19.5",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0",""
"Colombia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","40","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","40","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","33","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","33","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","33","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","20",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","20",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","20",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","20",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","24",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","69",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","62",""
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","62","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","62","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","62","1"
"Costa Rica","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","31","1"
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","254",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","180",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","118",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","79",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","17",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","17",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","17",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","17",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","6",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","2","1"
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0",""
"Croatia","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","0",""
"Cyprus","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","147",""
"Cyprus","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","147",""
"Cyprus","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","134",""
"Cyprus","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","82",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","262",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","258",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","213",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","213",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","193",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","150",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","114",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","44",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","22",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","17",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","11",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","6",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","1",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","1",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","1",""
"Czech Republic","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","1",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","4810",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","4163",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","3952",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","3802",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3482",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","3163",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","3124",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","3135",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","3127",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","3125",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","3117",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","2892",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","2498",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","2390",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","1759",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","1446",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","1130",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","822",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","617",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","527",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","491",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","458",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","413",""
"Denmark","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","343",""
"Dominican Republic","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","85.45",""
"Dominican Republic","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","85.45",""
"Dominican Republic","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","33.45",""
"Dominican Republic","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Dominican Republic","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","0",""
"Dominican Republic","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","23.4",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","2.5",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","2.4",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","2.4",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","2.4",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","2",""
"Ecuador","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","2",""
